Kaggle_Classification,Tweet,Original_Manual_Sentiment,Sentiment_v2
Neutral,"join us tomorrow at Downtown Redzone doors open at 10:45am 
Game starts at 11am 
We will be raffling off a pulisic World Cup jersey at the watch party 
#Bakers field 
#World Cup 2022 
#usa",Neutral,Neutral
Neutral,"It's called #Palestine not ""Israel"".. 

A surprised interview between apartheid Israeli TV channel and Lebanese fans during #World Cup 2022 in Qatar. ",Negative,Negative
Neutral,"My guess is a League 2 side would beat #Qatar national team

#QatarvsEcuador #World Cup 2022",Negative,Negative
Neutral,"English speakers, here's how to pronounce 'Qatar' 

Who cares how Qatar is pronounced by English speakers? I just want to know how Quatar government pronounces ""More than 2000 migrant Nepali laborers died in #World Cup 2022 construction sites"".",Negative,Negative
Neutral,"doha industrial area

google it
#World Cup 2022",Neutral,Neutral
Neutral,#World Cup 2022 #KizzDaniel #MLLE Be observant and optimistic,Neutral,Neutral
Neutral,BREAKING  - Qatar has successfully appealed their opening world cup loss. The appeal reached FIFA bank accounts early this morning and has been upheld as Ecuador fans mentioned 'beer' thus offending the establishment. a spokes person(man) was not allowed to comment #World Cup 2022,Neutral,Neutral
Neutral,"The problem with this freeze frame & the eventual 3D offside graphic shown, is it's not when ecuadorÊactually played the ball forward no? 

#World Cup #World Cup 2022 #Ecuador vs Qatar Ê #FIFA World CupÊ #FIFA World Cup 2022",Neutral,Neutral
Neutral,"Man City's John Stones is set to partner Harry Maguire for England vs Iran. 

Bukayo Saka is set to start for England vs Iran ahead of Phil Foden. 

#MCFC #England #World Cup 2022",Neutral,Neutral
Neutral,These players' tattoos tell many stories. Chris Richards shares why he got MLK on his arm in the link below. @ussoccer  @CPFC  @USMNT #futbol #soccer #World Cup 2022 @FIFA World Cup ,Neutral,Neutral
Neutral,"4K Wallpapers 
World Cup 2022 
Ecuador #World Cup 2022 #Qatar2022",Neutral,Neutral
Neutral,"As of today -20/11/2022 . I predicted Portugal  will beat Germany  in the 2022 World Cup final.
Play  #World Cup 2022 AI predictor game.",Neutral,Neutral
Neutral,"New Equipe de France Tracksuit #World Cup 2022
Au tarif hallucinant ",Neutral,Neutral
Neutral,"

H&J kick off their daily #World Cup 2022 podcast with:

Anger at the opening ceremony snub
Laughter at the alcohol songs
And a helping of Ally Ross

 Listen now",Negative,Negative
Neutral,"#World Cup 2022

Iran's Ehsan Hajsafi speaks out over conditions in his home country",Neutral,Neutral
Neutral,"Switzerland vs Cameroon Live Stream

Live On:

Switzerland vs Cameroon
Friday, November 24, 2022
10:00 AM GMT
Al Janoub Stadium, Qatar
FIFA World Cup 2022

#Switzerland | #Cameroon #FIFA World Cup
#Qatar World Cup 2022 | #Qatar2022
#World Cup 2022 | #FIFA",Neutral,Neutral
Neutral,"Wales on Monday, England on Friday, on @FOXSports, the US version of @SkySports.  Than I can safely ignore futbol for another 4 years, unless the US somehow gets out of group play. #World Cup 2022",Neutral,Neutral
Neutral,"This is Khalifa International Stadium, Doha; where England will play Iran tomorrow. 

#LUVWCQatar2022
#FIFA World Cup #Qatar2022 #World Cup 2022",Neutral,Neutral
Neutral,What happened to supporting the underdog? #World Cup 2022,Neutral,Neutral
Neutral,"Captain of the #Qatari national team Hassan Al-Haidous, wear the captain armband bearing the flag of #Palestine
#World Cup 2022
#Raise Palestine Flag 
#FIFA World Cup",Neutral,Neutral
Neutral,"
The Lighthouses #6
Reserve: 0.2 ETH",Neutral,Neutral
Neutral,"J-1 Win Gifts

App available on 21 November

#Appi Stadium #Appi Coins #Appi Games #Football #Football Fan #GlobeCup #World Cup 2022 #Nation #sport #New App",Neutral,Neutral
Neutral,"      #SBUDAO 
         #World Cup 2022
            #Trait War",Neutral,Neutral
Neutral,Will the @USMNT demand a minute silence for the #LGBTQ community at the #World Cup 2022 ?,Neutral,Neutral
Neutral,"Qatar in ther next group game
#World Cup 2022",Neutral,Neutral
Neutral,"England v Iran - Player To Have 2 Or More Shots
Mehdi Taremi
2/1 

#World Cup 2022 #World Cup 2022 qatar #World Cup Qatar2022 #FOOTBALL #FIFA World Cup #FIFA World Cup 2022 #FIFA World Cup Qatar2022 
#lebanesetip #England V Iran",Neutral,Neutral
Neutral,"Baba sit quietly ooh, make dem noe take u do Gob3 for Qatar. Dem vex â #Team Ghana #trending #ghana black stars #FIFA World Cup #World Cup 2022",Neutral,Neutral
Neutral,"If Kane runs the risk of getting booked at the start tomorrow for wearing an armband, may I suggest we give the armband to Maguire for the start? Seems the right thing to do!â #ENGvIran #World Cup 2022",Neutral,Neutral
Neutral,"GET ONTO YOUTUBE AT 12:30 TOMORROW 

THE BOYS WILL BE DOING A LIVE WATCH ALONG AS ENGLAND TAKE ON IRAN

#FIFA World Cup #Qatar World Cup 2022  #eng #England #Three Lions #Youtube #Southgate #Iran #World Cup 2022 #World Cup",Neutral,Neutral
Neutral,"#Raise Palestine Flag to show your support for the Palestinian cause during the #World Cup 2022.
#Act for Palestine",Neutral,Neutral
Neutral,"I spent like 2 hours in the Doha airport in 2019, so I'm pretty much an expert on Qatar if anybody has any questions. #World Cup #FIFA World Cup #World Cup 2022",Neutral,Neutral
Neutral,"Player Of The Day (one): Enner Valencia

Of course with just the one game to choose, it was always going to be the goalscorer, who despite a knock, netted a brace and was only denied a hat-trick by a close offside VAR call.

Onto day two

#World Cup 2022",Neutral,Neutral
Neutral,"Ecuador ML (+130) 
Valencia anytime goal (+200) 

Two things called on the match day 1 preview of the pod. Still time to hit bets in 15 other matches by listening now.
#FIFA World Cup #FIFA World Cup 2022 #World Cup 2022 #World Cup Qatar2022 #Ecuador #Qatar 
",Neutral,Neutral
Neutral,Dear @FIFA World Cup @FIFA com our friends of @colour blind org are asking for an #Inclusive #World Cup 2022 like us at Estadio Accesible,Neutral,Neutral
Neutral,And we're off #World Cup 2022,Neutral,Neutral
Neutral,"#JioCinema engineers right now after #World Cup match 
#FIFA World Cup #Qatar World Cup 2022 #football #World Cup 2022",Neutral,Neutral
Neutral,We shall see#MyUSMNTXI #World Cup 2022 #USMNT,Neutral,Neutral
Neutral,"FIFA World Cups Updates End of Opening Match  Qatar 0 - 2  Ecuador

Qatar is the first host nation in World Cup HISTORY to lose their opening match

 #Qatar #Ecuador  #FIFA #World Cup 2022 #sports #World CupQatar2022 #world #goal #regs #facebook football",Neutral,Neutral
Neutral,"All eyes
#Qatar World Cup 2022 #World Cup 2022 #FIFA World Cup",Neutral,Neutral
Neutral,"#EnnerValencia's first-half double seals #Ecuador win, as #Qatar become the first hosts in history of the #World Cup to lose the opening match

#World Cup 2022
#Qatar World Cup
#Bongo bongo UG",Neutral,Neutral
Neutral,"Jobe: is that casper the friendly ghost
#World Cup 2022",Neutral,Neutral
Neutral,"Raising the #Palestinian flag along side the Qatari one outside an apartment's balcony in Pearl island in #Doha, #Qatar
#Raise Palestine Flag
#World Cup 2022
#Act for Palestine",Neutral,Neutral
Neutral,"Rudolph's Irrelevant World Cup Stat (part 2):

Since the World Cup 1966, there has only been 1 game to start the world cup. The following shows the number of goals in those opening games has increased dramatically.

#irrelevant stats
#World Cup 2022 
#Qatar World Cup 2022",Neutral,Neutral
Neutral,"Which World Cup was your favourite?
What is your favourite World Cup moment(s)?
Mine is 2010 in South Africa.
Favourite moment pictures below.
Comment on yours below
#World Cup #FIFA World Cup #Qatar #World Cup 2022",Neutral,Neutral
Neutral,"The Ministry announces facilities to attract fans participating in the World Cup 2022 who hold the (Hayya) fan card. 
One of these measures is that hotels in some Egyptian tourist cities will provide discounts on accommodation prices announced online.

#World Cup 
#World Cup 2022",Neutral,Neutral
Neutral,"Who was the best player today?


Someone else?  Write a comment with your name

#World Cup 2022 #Ecuador #ECU #Qatar2022 #Qatar #QATvECU #Qatar vs Ecuador",Neutral,Neutral
Neutral,Qatar Bans Beer | World Cup 2022,Neutral,Neutral
Neutral,Qatar after the realize that Ecuador isn't sticking to the Rigged Script #World Cup #World Cup 2022 #World Cup Qatar2022 #FIFA World Cup #FIFA World Cup 2022,Negative,Negative
Neutral,"""It's not easy to be a coach... Look at Pep, he went bald from thinking so much.""

#MCFC | #World Cup 2022 |
 #Premier League | #UCL",Neutral,Neutral
Neutral,"His Highness Sheikh Tamim bin Hamad Al Thani, Amir of the country, arrives at Al Bayt Stadium to include, under his generous patronage, the opening of the World Cup.

#Djibouti 

#FIFA World Cup Qatar2022 #FIFA World Cup #World Cup 2022 #Qatar2022",Positive,Positive
Neutral,Been drinking since 8am #World Cup 2022,Neutral,Neutral
Neutral,Any preference for our NFT Football Cup winner after the first #World Cup 2022 match?,Neutral,Neutral
Neutral,"England start their World Cup campaign tomorrow. Do you think it will be coming home this time?

#FIFA World Cup #World Cup 2022 #England #Barretts DS #Barretts Kent #Canterbury #Kent",Neutral,Neutral
Neutral,"With the World Cup just a few weeks away, we preview the stadiums hosting the matches.
",Neutral,Neutral
Neutral,"Palestine flag is flying at Al-Bayt stadium during the first match of #World Cup 2022.

#Raise Palestine Flag 
#FIFA World Cup",Neutral,Neutral
Neutral,"CR7 RECORD SINCE REJOINING MANU.
#FAIRPLAY #World Cup 2022 #World Cup QATAR 2022 #FIFA World Cup #FIFA #FIFA World Cup Qatar2022 @FIFAWORLDCUP",Neutral,Neutral
Neutral,"Qatar fans vs Man City fans

#FIFA World Cup #FIFA World Cup 2022 #World Cup #World Cup 2022 #Qatar2022 #Qatar World Cup 2022",Neutral,Neutral
Neutral,"Enner Valencia coming off for Ecuador due to injury. 

What a first World Cup opener for the former West ham Utd, Everton man, with two goals

He has five (5)goals in the world cup for Ecuador, in five games played. The first Ecuadorian player to reach that figure 

#World Cup 2022",Positive,Positive
Neutral,Valencia down again cradling his knee. Now coming off. #World Cup 2022,Neutral,Neutral
Neutral,"AN E VALENCIA HALF- TWO GOALS AND ANOTHER DISALLOWED!!!

HALF TIME

Qatar 0
Ecuador 2 (E Valencia Pen 15' & 31')

#World Cup 2022",Neutral,Neutral
Neutral,"Where are you watching the 2022 FIFA World Cup opening match between Ecuador and Qatar? 

No one is missing the action at the Al Bayt Stadium in Qatar 

#Fans Connect #Afro sport #Ecuador #Qatar #World Cup 2022 #World Cup #Qatar2022",Neutral,Neutral
Neutral,Palestinian Authority President Mahmoud Abbas has attended the opening ceremony of the #World Cup 2022 at Al-Bayt Stadium in Qatar's capital Doha.,Neutral,Neutral
Neutral,"The #Qatar defense this morning 

#ECU 
#World Cup 2022",Neutral,Neutral
Neutral,"World Cup is on now- The host of World Cup 2022
(The Maroon) is the name of Qatar Football Team
Now ready for the opening match with The Tri of Ecuador 
#TheMaroon 
#Qatar #Ecuador #FIFA #World Cup 2022 #sports #World Cup Qatar",Neutral,Neutral
Neutral,"football  or football?
#World #cup #World Cup 2022 #World Cup #Qatar World Cup 2022",Neutral,Neutral
Neutral,Watching #World Cup 2022 on @YouTubeTV on #4K Wink Wink for $19.99 per month. It's really only 1080HD/720HD. #ripoff,Neutral,Neutral
Neutral,"Today world would have realized Ambani can fix only IPL matches against CSK and not buffering issues in his app

#FIFA World Cup #Ambani #JioCinema #FIFA World CuponFOX #World Cup #World Cup 2022 
#IPL2023 #IPLAuction",Negative,Negative
Neutral,"Enner Valencia scores twice, one from the penalty spot, as Ecuador cruise into a 2-0 half-time lead.

 #EnnerValencia #Qatar #Ecuador  #FIFA #World Cup 2022 #sports #World CupQatar2022 #world #goal #regs #facebookfootball #World Cup Opening Match",Neutral,Neutral
Neutral,Watching the World Cup #World Cup 2022,Neutral,Neutral
Neutral,"#football food 
EASY CHEESY NACHOS 
Get the recipe via link",Neutral,Neutral
Neutral,"There is no commentator on earth that can match Peter Drury.
@KBC Channel 1 
#World Cup 2022 
#FIFA World Cup 
#Qatar2022",Positive,Positive
